year,model,terrain,engine_capacity,mpg,exterior_color,interior_color,gear_type,type_of_car,number_of_keys,price,miles
2013 LINCOLN,MKX,Sport Utility 4D,"V6, 3.7 Liter",17 City / 23 Hwy,Blue,Beige,"Auto, 6-Spd W/SelShft",4 Door SUV,1,"$17,990 ","72,241 miles"
2019 KIA,FORTE,S Sedan 4D,"4-Cyl, 2.0 Liter",30 City / 40 Hwy,White,Black,"Automatic, I-CVT",4 Door Sedan,1,"$16,590 ","7,654 miles"
2019 INFINITI,QX60,PURE Sport Utility 4D,"V6, 3.5 Liter",20 City / 27 Hwy,Black,Black,"Automatic, CVT W/Manual Mode",4 Door SUV,1,"$26,990 ","42,730 miles"
2015 MERCEDES-BENZ,E-CLASS,E 350 4MATIC Sedan 4D,"V6, 3.5 Liter",20 City / 28 Hwy,Gray,Beige,"Auto, 7-Spd Spt & Economy",4 Door Sedan,1,"$21,990 ","69,739 miles"
2019 KIA,RIO,S Sedan 4D,"4-Cyl, 1.6 Liter",28 City / 37 Hwy,Silver,Black,"Automatic, 6-Spd W/Sportmatic",4 Door Sedan,2,"$13,990 ","13,957 miles"
2010 MERCEDES-BENZ,E-CLASS,E 550 Sedan 4D,"V8, 5.5 Liter",16 City / 24 Hwy,Gray,Almond Beige Leather,"Auto, 7-Spd Touch Shift",4 Door Sedan,2,"$17,990 ","17,865 miles"
2012 SUBARU,LEGACY,2.5i Premium Sedan 4D,"4-Cyl, PZEV, 2.5 Liter",23 City / 31 Hwy,Gray,Black,"Auto, CVT Manual Mode",4 Door Sedan,1,"$13,990 ","44,346 miles"
2014 VOLKSWAGEN,BEETLE,2.5L Convertible 2D,"5-Cyl, 2.5 Liter",21 City / 27 Hwy,Brown,Beige,"Auto, 6-Spd Tiptronic",2 Door Convertible,2,"$16,590 ","48,210 miles"
2017 CHEVROLET,TRAVERSE,LT Sport Utility 4D ,"V6, 3.6 Liter",15 City / 22 Hwy,Silver,Ebony,"Automatic, 6-Spd",4 Door SUV,2,"$21,590 "," 36,411 miles"
2020 FORD,EDGE,Titanium Sport Utility 4D,"4-Cyl, EcoBoost, Turbo, 2.0 Liter",21 City / 28 Hwy,Black,Black,"Automatic, 8-Spd",4 Door SUV,1,"$29,990 ","25,966 miles"
2015 CHRYSLER,200,Limited Sedan 4D,"4-Cyl, MultiAir, 2.4L",23 City / 36 Hwy,Silver,Black,"Automatic, 9-Spd",4 Door Sedan,1,"$13,990 ","51,790 miles"
2014 AUDI,A4,Premium Plus Sedan 4D,"4-Cyl, Turbo, 2.0 Liter",24 City / 32 Hwy,Black,Black,"Auto, CVT Multitronic",4 Door Sedan,1,"$17,990 ","58,304 miles"
2015 FORD,FUSION,S Sedan 4D,"4-Cyl, 2.5 Liter",22 City / 34 Hwy,Beige,Earth Cloth Seats,"Auto, 6-Spd W/SelShft",4 Door Sedan,2,"$14,990 ","23,178 miles"
2013 CHEVROLET,CRUZE,LT Sedan 4D,"4-Cyl, Turbo, 1.4 Liter",26 City / 38 Hwy,Black,Black,"Automatic, 6-Spd W/Overdrive",4 Door Sedan,2,"$10,590 ","93,505 miles"
2016 NISSAN,ROGUE,S Sport Utility 4D,"4-Cyl, 2.5 Liter",26 City / 33 Hwy,White,Beige,"Auto, CVT Xtronic",4 Door SUV,1,"$15,590 ","56,002 miles"
2010 HYUNDAI,SANTA FE,Limited Sport Utility 4D,"V6, 3.5 Liter",20 City / 26 Hwy,Silver,Dk. Brown,"Automatic, 6-Spd W/Overdrive & Shiftronic",4 Door SUV,1,"$11,590 ","92,142 miles"
2012 GMC,ACADIA,SLT Sport Utility 4D,"V6, 3.6 Liter",16 City / 23 Hwy,White,Lt. Gray,"Automatic, 6-Spd W/Overdrive",4 Door SUV,2,"$14,990 ","83,901 miles"
2009 TOYOTA,COROLLA,XLE Sedan 4D,"4-Cyl, 1.8 Liter",27 City / 35 Hwy,Green,Tan,"Automatic, 4-Spd W/Overdrive",4 Door Sedan,1,"$10,990 ","32,851 miles"
2018 AUDI,Q5,Premium Plus Sport Utility 4D,"4-Cyl, Turbo, 2.0 Liter",23 City / 27 Hwy,White,Brown,"Automatic, 7-Spd S Tronic Dual-Clutch",4 Door SUV,1,"$32,990 ","31,012 miles"
2016 BMW,2 SERIES,228i Convertible 2D,"4-Cyl, SULEV, 2.0T",23 City / 35 Hwy,Black,Black,"Auto, 8-Spd Sport",2 Door Convertible,2,"$22,990 ","70,347 miles"
2016 CHEVROLET,CRUZE LIMITED,1LT Sedan 4D,"4-Cyl, ECOTEC, 1.4T",26 City / 38 Hwy,Silver,Black,"Auto, 6-Spd Overdrive",4 Door Sedan,1,"$11,990 ","78,580 miles"
2013 VOLKSWAGEN,JETTA SPORTWAGEN,2.0L TDI Sport Wagon 4D,"4-Cyl, Turbo Diesel, 2.0 Liter",29 City / 37 Hwy,White,Black,Auto 6-Spd DSG Tptrnc Spt,4 Door Wagon,1,"$12,590 ","96,009 miles"
2013 DODGE,CHALLENGER,SXT Coupe 2D,"V6, 3.6 Liter",18 City / 27 Hwy,Black,Gray,"Automatic, 5-Spd",2 Door Coupe,1,"$17,990 ","66,864 miles"
2013 KIA,SOUL,Wagon 4D,"4-Cyl, 1.6 Liter",25 City / 30 Hwy,Red,Black,"Automatic, 6-Spd",4 Door Wagon,2,"$11,590 ","61,461 miles"
2019 GMC,TERRAIN,SLT Sport Utility 4D,"4-Cyl, 1.5 Liter",24 City / 28 Hwy,White,Jet Black,"Automatic, 9-Spd W/Overdrive",4 Door SUV,1,"$20,990 ","48,091 miles"
2017 CHEVROLET,MALIBU,LS Sedan 4D,"4-Cyl, Turbo, 1.5 Liter",27 City / 36 Hwy,White,Black,"Automatic, 6-Spd",4 Door Sedan,2,"$15,590 ","48,096 miles"
2015 ACURA,MDX,SH-AWD Sport Utility 4D,"V6, I-VTEC, 3.5 Liter",18 City / 27 Hwy,White,Black,"Auto, 6-Spd SptShft",4 Door SUV,1,"$23,990 ","55,438 miles"
2013 HYUNDAI,ELANTRA,GLS Sedan 4D,"4-Cyl, 1.8 Liter",28 City / 38 Hwy,Black,Black,"Auto, 6-Spd W/Shftrnc",4 Door Sedan,1,"$10,590 ","95,171 miles"
2012 TOYOTA,CAMRY,SE Sedan 4D,"4-Cyl, 2.5 Liter",25 City / 35 Hwy,Gray,Black,"Automatic, 6-Spd",4 Door Sedan,1,"$14,590 ","59,705 miles"
2020 KIA,RIO,S Sedan 4D,"4-Cyl, 1.6 Liter",33 City / 41 Hwy,Blue,Black,"Automatic, IVT",4 Door Sedan,1,"$14,990 ","12,135 miles"
2020 FORD,EDGE,Titanium Sport Utility 4D,"4-Cyl, EcoBoost, Turbo, 2.0 Liter",21 City / 28 Hwy,Black,Black,"Automatic, 8-Spd",4 Door SUV,1,"$29,990 ","25,966 miles"
2020 KIA,RIO,S Sedan 4D,"4-Cyl, 1.6 Liter",33 City / 41 Hwy,Blue,Black,"Automatic, IVT",4 Door Sedan,1,"$14,990 ","12,135 miles"
2017 LINCOLN,MKC,Select Sport Utility 4D,"4-Cyl, EcoBoost, 2.0T",19 City / 25 Hwy,Black,Black,"Auto, 6-Spd SelectShift",4 Door SUV,1,"$20,590 ","44,923 miles"
2014 KIA,CADENZA,Premium Sedan 4D,"V6, GDI, 3.3 Liter",19 City / 28 Hwy,White,Black,"Auto, 6-Spd Sportmatic",4 Door Sedan,1,"$14,590 ","80,531 miles"
2014 VOLVO,S80,3.2 Sedan 4D,"6-Cyl, 3.2 Liter",20 City / 29 Hwy,Silver,Black,"Automatic, 6-Spd Geartronic",4 Door Sedan,1,"$14,990 ","52,859 miles"
2015 VOLKSWAGEN,GOLF GTI,S Hatchback Sedan 4D,"4-Cyl, Turbo, PZEV, 2.0 Liter",25 City / 34 Hwy,Red,Titan Black Cloth,"Manual, 6-Spd",4 Door Sedan,2,"$17,990 ","46,650 miles"
2015 AUDI,TT,Quattro Roadster 2D,"4-Cyl, Turbo, 2.0 Liter",22 City / 31 Hwy,Black,Brown,"Auto, 6-Spd D-Cltch Strnc",2 Door Convertible,1,"$25,990 ","43,613 miles"
2016 DODGE,CHARGER,SXT Sedan 4D,"V6, 3.6 Liter",19 City / 31 Hwy,Gray,Black,"Auto, 8-Spd W/AutoStk",4 Door Sedan,1,"$20,990 ","49,273 miles"
2011 CHEVROLET,IMPALA,LT Sedan 4D,"V6, Flex Fuel, 3.5 Liter",19 City / 29 Hwy,White,Lt. Brown,"Automatic, 4-Spd W/Overdrive",4 Door Sedan,2,"$10,990 ","77,711 miles"
2019 NISSAN,KICKS,SV Sport Utility 4D,"4-Cyl, 1.6 Liter",31 City / 36 Hwy,Blue,Charcoal,"Auto, CVT Xtronic",4 Door SUV,1,"$16,590 ","35,818 miles"
2013 CADILLAC,XTS,Luxury Collection Sedan 4D,"V6, Flex Fuel, 3.6 Liter",17 City / 26 Hwy,Gold,Shale/Cocoa,"Automatic, 6-Spd",4 Door Sedan,2,"$16,590 ","83,798 miles"
2013 LINCOLN,MKX,Sport Utility 4D,"V6, 3.7 Liter",17 City / 23 Hwy,Blue,Beige,"Auto, 6-Spd W/SelShft",4 Door SUV,1,"$17,990 ","72,241 miles"
2019 KIA,FORTE,S Sedan 4D,"4-Cyl, 2.0 Liter",30 City / 40 Hwy,White,Black,"Automatic, I-CVT",4 Door Sedan,1,"$16,590 ","7,654 miles"
2019 INFINITI,QX60,PURE Sport Utility 4D,"V6, 3.5 Liter",20 City / 27 Hwy,Black,Black,"Automatic, CVT W/Manual Mode",4 Door SUV,1,"$26,990 ","42,730 miles"
2015 MERCEDES-BENZ,E-CLASS,E 350 4MATIC Sedan 4D,"V6, 3.5 Liter",20 City / 28 Hwy,Gray,Beige,"Auto, 7-Spd Spt & Economy",4 Door Sedan,1,"$21,990 ","69,739 miles"
2019 KIA,RIO,S Sedan 4D,"4-Cyl, 1.6 Liter",28 City / 37 Hwy,Silver,Black,"Automatic, 6-Spd W/Sportmatic",4 Door Sedan,2,"$13,990 ","13,957 miles"
2010 MERCEDES-BENZ,E-CLASS,E 550 Sedan 4D,"V8, 5.5 Liter",16 City / 24 Hwy,Gray,Almond Beige Leather,"Auto, 7-Spd Touch Shift",4 Door Sedan,2,"$17,990 ","17,865 miles"
2012 SUBARU,LEGACY,2.5i Premium Sedan 4D,"4-Cyl, PZEV, 2.5 Liter",23 City / 31 Hwy,Gray,Black,"Auto, CVT Manual Mode",4 Door Sedan,1,"$13,990 ","44,346 miles"
2014 VOLKSWAGEN,BEETLE,2.5L Convertible 2D,"5-Cyl, 2.5 Liter",21 City / 27 Hwy,Brown,Beige,"Auto, 6-Spd Tiptronic",2 Door Convertible,2,"$16,590 ","48,210 miles"
2017 CHEVROLET,TRAVERSE,LT Sport Utility 4D ,"V6, 3.6 Liter",15 City / 22 Hwy,Silver,Ebony,"Automatic, 6-Spd",4 Door SUV,2,"$21,590 "," 36,411 miles"
2017 CHEVROLET,TRAVERSE,LT Sport Utility 4D,"V6, 3.6 Liter",15 City / 22 Hwy,Black,Ebony,"Automatic, 6-Spd",4 Door SUV,1,"$20,990 ","53,488 miles"
2017 VOLKSWAGEN,PASSAT,1.8T SE Sedan 4D,"4-Cyl, Turbo, 1.8 Liter",23 City / 34 Hwy,Gray,Moonrock Gray W/ Quartz Piping,"Auto, 6-Spd Tiptronic Spt",4 Door Sedan,1,"$16,590 ","30,112 miles"
2018 ALFA_ROMEO,STELVIO,Ti Sport Utility 4D,"4-Cyl, Turbo, 2.0 Liter",22 City / 28 Hwy,Black,Black/Black Interior Colors,"Automatic, 8-Spd",4 Door SUV,1,"$30,590 ","24,713 miles"
2017 NISSAN,FRONTIER KING CAB,SV Pickup 2D 6 ft,"V6, 4.0 Liter",15 City / 21 Hwy,White,Beige,"Automatic, 5-Spd",2 Door Truck,2,"$22,990 ","66,011 miles"
2019 FORD,ECOSPORT,Titanium Sport Utility 4D,"4-Cyl, 2.0 Liter",23 City / 29 Hwy,Black,Black,"Automatic, 6-Spd W/SelectShift",4 Door SUV,1,"$17,990 ","38,507 miles"
2014 LINCOLN,MKZ,Hybrid Sedan 4D,"4-Cyl, Hybrid, 2.0 Liter",38 City / 37 Hwy,Red,Beige,"Automatic, CVT",4 Door Sedan,1,"$16,590 ","56,937 miles"
2015 HONDA,FIT,EX Hatchback 4D,"4-Cyl, I-VTEC, 1.5 Liter",32 City / 38 Hwy,Silver,Black,"Auto, CVT G-Shft Ctrl",4 Door Hatchback,1,"$14,990 ","32,002 miles"
2013 CADILLAC,ATS,2.5L Standard Sedan 4D,"4-Cyl, 2.5 Liter",22 City / 33 Hwy,White,Caramel W/Jet Black Accents,"Automatic, 6-Spd",4 Door Sedan,1,"$13,990 ","89,054 miles"
2018 SUBARU,LEGACY,2.5i Premium Sedan 4D,"4-Cyl, PZEV, 2.5 Liter",25 City / 34 Hwy,Red,Ivy,"Auto, CVT W/Manual Mode",4 Door Sedan,2,"$18,990 ","22,472 miles"
2019 NISSAN,KICKS,SV Sport Utility 4D,"4-Cyl, 1.6 Liter",31 City / 36 Hwy,Blue,Charcoal,"Auto, CVT Xtronic",4 Door SUV,1,"$16,590 ","35,818 miles"
2013 CADILLAC,XTS,Luxury Collection Sedan 4D,"V6, Flex Fuel, 3.6 Liter",17 City / 26 Hwy,Gold,Beige,"Automatic, 6-Spd",4 Door Sedan,2,"$16,590 ","83,798 miles"
2013 LINCOLN,MKX,Sport Utility 4D,"V6, 3.7 Liter",17 City / 23 Hwy,Blue,Beige,"Auto, 6-Spd W/SelShft",4 Door SUV,1,"$17,990 ","72,241 miles"
2017 CHEVROLET,TRAVERSE,LT Sport Utility 4D,"V6, 3.6 Liter",15 City / 22 Hwy,Black,Ebony,"Automatic, 6-Spd",4 Door SUV,1,"$20,990 ","53,488 miles"
2017 VOLKSWAGEN,PASSAT,1.8T SE Sedan 4D,"4-Cyl, Turbo, 1.8 Liter",23 City / 34 Hwy,Gray,Moonrock Gray W/ Quartz Piping,"Auto, 6-Spd Tiptronic Spt",4 Door Sedan,1,"$16,590 ","30,112 miles"
2018 ALFA_ROMEO,STELVIO,Ti Sport Utility 4D,"4-Cyl, Turbo, 2.0 Liter",22 City / 28 Hwy,Black,Black/Black Interior Colors,"Automatic, 8-Spd",4 Door SUV,1,"$30,590 ","24,713 miles"
2017 NISSAN,FRONTIER KING CAB,SV Pickup 2D 6 ft,"V6, 4.0 Liter",15 City / 21 Hwy,White,Beige,"Automatic, 5-Spd",2 Door Truck,2,"$22,990 ","66,011 miles"
2019 FORD,ECOSPORT,Titanium Sport Utility 4D,"4-Cyl, 2.0 Liter",23 City / 29 Hwy,Black,Black,"Automatic, 6-Spd W/SelectShift",4 Door SUV,1,"$17,990 ","38,507 miles"
2014 LINCOLN,MKZ,Hybrid Sedan 4D,"4-Cyl, Hybrid, 2.0 Liter",38 City / 37 Hwy,Red,Beige,"Automatic, CVT",4 Door Sedan,1,"$16,590 ","56,937 miles"
2015 HONDA,FIT,EX Hatchback 4D,"4-Cyl, I-VTEC, 1.5 Liter",32 City / 38 Hwy,Silver,Black,"Auto, CVT G-Shft Ctrl",4 Door Hatchback,1,"$14,990 ","32,002 miles"
2013 CADILLAC,ATS,2.5L Standard Sedan 4D,"4-Cyl, 2.5 Liter",22 City / 33 Hwy,White,Caramel W/Jet Black Accents,"Automatic, 6-Spd",4 Door Sedan,1,"$13,990 ","89,054 miles"
2018 SUBARU,LEGACY,2.5i Premium Sedan 4D,"4-Cyl, PZEV, 2.5 Liter",25 City / 34 Hwy,Red,Ivy,"Auto, CVT W/Manual Mode",4 Door Sedan,2,"$18,990 ","22,472 miles"
2020 KIA,RIO,S Sedan 4D,"4-Cyl, 1.6 Liter",33 City / 41 Hwy,Blue,Black,"Automatic, IVT",4 Door Sedan,1,"$14,990 ","12,135 miles"
2017 LINCOLN,MKC,Select Sport Utility 4D,"4-Cyl, EcoBoost, 2.0T",19 City / 25 Hwy,Black,Black,"Auto, 6-Spd SelectShift",4 Door SUV,1,"$20,590 ","44,923 miles"
2014 KIA,CADENZA,Premium Sedan 4D,"V6, GDI, 3.3 Liter",19 City / 28 Hwy,White,Black,"Auto, 6-Spd Sportmatic",4 Door Sedan,1,"$14,590 ","80,531 miles"
2014 VOLVO,S80,3.2 Sedan 4D,"6-Cyl, 3.2 Liter",20 City / 29 Hwy,Silver,Black,"Automatic, 6-Spd Geartronic",4 Door Sedan,1,"$14,990 ","52,859 miles"
2015 VOLKSWAGEN,GOLF GTI,S Hatchback Sedan 4D,"4-Cyl, Turbo, PZEV, 2.0 Liter",25 City / 34 Hwy,Red,Titan Black Cloth,"Manual, 6-Spd",4 Door Sedan,2,"$17,990 ","46,650 miles"
2015 AUDI,TT,Quattro Roadster 2D,"4-Cyl, Turbo, 2.0 Liter",22 City / 31 Hwy,Black,Brown,"Auto, 6-Spd D-Cltch Strnc",2 Door Convertible,1,"$25,990 ","43,613 miles"
2016 DODGE,CHARGER,SXT Sedan 4D,"V6, 3.6 Liter",19 City / 31 Hwy,Gray,Black,"Auto, 8-Spd W/AutoStk",4 Door Sedan,1,"$20,990 ","49,273 miles"
2011 CHEVROLET,IMPALA,LT Sedan 4D,"V6, Flex Fuel, 3.5 Liter",19 City / 29 Hwy,White,Lt. Brown,"Automatic, 4-Spd W/Overdrive",4 Door Sedan,2,"$10,990 ","77,711 miles"
2012 NISSAN,ALTIMA,3.5 SR Sedan 4D,"V6, 3.5 Liter",20 City / 27 Hwy,Gray,Black,"Automatic, CVT",4 Door Sedan,1,"$12,590 ","61,556 miles"
2012 HONDA,ACCORD,SE Sedan 4D,"4-Cyl, VTEC, 2.4 Liter",23 City / 34 Hwy,Silver,Black,"Automatic, 5-Spd",4 Door Sedan,1,"$13,590 ","74,211 miles"
2013 MERCEDES-BENZ,M-CLASS,ML 350 4MATIC Sport Utility 4D,"V6, 3.5 Liter",18 City / 23 Hwy,Silver,Gray,"Auto, 7-Spd Manual Mode",4 Door SUV,1,"$20,990 ","96,545 miles"
2013 HYUNDAI,VELOSTER,Coupe 3D,"4-Cyl, 1.6 Liter",28 City / 37 Hwy,Silver,Black,"Auto, 6-Spd EcoShft DCT",3 Door Coupe,1,"$12,590 ","63,201 miles"
2016 VOLKSWAGEN,JETTA,1.8T Sport Sedan 4D,"4-Cyl, PZEV, 1.8T",25 City / 36 Hwy,Black,Black,"Manual, 5-Spd",4 Door Sedan,1,"$12,590 ","91,931 miles"
2013 FORD,MUSTANG,V6 Premium Coupe 2D,"V6, 3.7 Liter",19 City / 31 Hwy,Silver,Char Black Turned Mini Leat,"Auto, 6-Spd SelShft",2 Door Coupe,1,"$14,990 ","96,078 miles"
2017 RAM,1500 CREW CAB,Lone Star Silver Pickup 4D 5 1/2 ft,"V8, HEMI, 5.7 Liter",15 City / 22 Hwy,Black,Black,"Automatic, 8-Spd",4 Door Truck,1,"$27,990 ","59,825 miles"
2012 HONDA,CR-V,EX Sport Utility 4D,"4-Cyl, I-VTEC, 2.4 Liter",23 City / 31 Hwy,Black,Black,"Automatic, 5-Spd",4 Door SUV,1,"$13,990 ","84,942 miles"
2011 HYUNDAI,SANTA FE,SE Sport Utility 4D,"V6, 3.5 Liter",20 City / 26 Hwy,Silver,Gray,"Automatic, 6-Spd W/Overdrive & Shiftronic",4 Door SUV,1,"$12,590 ","70,611 miles"
2013 HYUNDAI,ELANTRA,SE Coupe 2D,"4-Cyl, 1.8 Liter",27 City / 37 Hwy,White,Black,"Auto, 6-Spd W/Shftrnc",2 Door Coupe,1,"$11,590 ","56,399 miles"
2015 CHRYSLER,200,Limited Sedan 4D,"4-Cyl, MultiAir, 2.4L",23 City / 36 Hwy,Silver,Black,"Automatic, 9-Spd",4 Door Sedan,1,"$13,990 ","51,790 miles"
2014 AUDI,A4,Premium Plus Sedan 4D,"4-Cyl, Turbo, 2.0 Liter",24 City / 32 Hwy,Black,Black,"Auto, CVT Multitronic",4 Door Sedan,1,"$17,990 ","58,304 miles"
2015 FORD,FUSION,S Sedan 4D,"4-Cyl, 2.5 Liter",22 City / 34 Hwy,Beige,Earth Cloth Seats,"Auto, 6-Spd W/SelShft",4 Door Sedan,2,"$14,990 ","23,178 miles"
2013 CHEVROLET,CRUZE,LT Sedan 4D,"4-Cyl, Turbo, 1.4 Liter",26 City / 38 Hwy,Black,Black,"Automatic, 6-Spd W/Overdrive",4 Door Sedan,2,"$10,590 ","93,505 miles"
2016 NISSAN,ROGUE,S Sport Utility 4D,"4-Cyl, 2.5 Liter",26 City / 33 Hwy,White,Beige,"Auto, CVT Xtronic",4 Door SUV,1,"$15,590 ","56,002 miles"
2010 HYUNDAI,SANTA FE,Limited Sport Utility 4D,"V6, 3.5 Liter",20 City / 26 Hwy,Silver,Dk. Brown,"Automatic, 6-Spd W/Overdrive & Shiftronic",4 Door SUV,1,"$11,590 ","92,142 miles"
2012 GMC,ACADIA,SLT Sport Utility 4D,"V6, 3.6 Liter",16 City / 23 Hwy,White,Lt. Gray,"Automatic, 6-Spd W/Overdrive",4 Door SUV,2,"$14,990 ","83,901 miles"
2009 TOYOTA,COROLLA,XLE Sedan 4D,"4-Cyl, 1.8 Liter",27 City / 35 Hwy,Green,Tan,"Automatic, 4-Spd W/Overdrive",4 Door Sedan,1,"$10,990 ","32,851 miles"
2018 AUDI,Q5,Premium Plus Sport Utility 4D,"4-Cyl, Turbo, 2.0 Liter",23 City / 27 Hwy,White,Brown,"Automatic, 7-Spd S Tronic Dual-Clutch",4 Door SUV,1,"$32,990 ","31,012 miles"
2016 BMW,2 SERIES,228i Convertible 2D,"4-Cyl, SULEV, 2.0T",23 City / 35 Hwy,Black,Black,"Auto, 8-Spd Sport",2 Door Convertible,2,"$22,990 ","70,347 miles"
2020 VOLVO,S60,T6 Momentum Sedan 4D ,"4-Cyl, Drive-E, Turbo, Supercharged, 2.0 Liter",21 City / 32 Hwy,Gray,Black,"Automatic, 8-Spd Geartronic W/Adaptive Shift",4 Door Sedan,1,"$30,990 "," 12,505 miles"
2014 MERCEDES-BENZ,E-CLASS,E 350 Sedan 4D,"V6, 3.5 Liter",21 City / 30 Hwy,White,Black,"Auto, 7-Spd Sport Mode",4 Door Sedan,1,"$18,990 ","85,002 miles"
2018 CADILLAC,CTS,2.0 Luxury Sedan 4D ,"4-Cyl, Turbo, 2.0 Liter",21 City / 29 Hwy,Gray,Jet Black With Jet Black Accents,"Automatic, 8-Spd",4 Door Sedan,2,"$30,990 "," 17,375 miles"
2018 MERCEDES-BENZ,GLA,GLA 250 Sport Utility 4D,"4-Cyl, Turbo, 2.0 Liter",24 City / 33 Hwy,Black,Black,"Auto, 7-Spd Dual-Clutch",4 Door SUV,1,"$23,990 ","63,713 miles"
2017 CHRYSLER,PACIFICA,Touring-L Plus Minivan 4D,"V6, 3.6 Liter",18 City / 28 Hwy,White,Black / Alloy Interior Color,"Automatic, 9-Spd",4 Door Minivan,1,"$23,990 ","46,277 miles"
2012 HYUNDAI,TUCSON,GLS Sport Utility 4D,"4-Cyl, 2.4 Liter",21 City / 30 Hwy,White,Lt. Brown,Auto 6-Spd W/OD & Shftrnc,4 Door SUV,1,"$12,990 ","72,978 miles"
2017 CADILLAC,XT5,Luxury Sport Utility 4D,"V6, 3.6 Liter",19 City / 27 Hwy,Black,Jet Black,"Automatic, 8-Spd",4 Door SUV,1,"$26,990 ","30,923 miles"
2017 CADILLAC,XT5,Luxury Sport Utility 4D,"V6, 3.6 Liter",19 City / 27 Hwy,Beige,Cirrus,"Automatic, 8-Spd",4 Door SUV,1,"$25,990 ","35,321 miles"
2017 NISSAN,FRONTIER KING CAB,SV Pickup 2D 6 ft,"V6, 4.0 Liter",15 City / 21 Hwy,White,Beige,"Automatic, 5-Spd",2 Door Truck,1,"$22,590 ","70,045 miles"
2018 FORD,ECOSPORT,S Sport Utility 4D,"4-Cyl, 2.0 Liter",23 City / 29 Hwy,Black,Medium Stone Cloth Seats,"Auto, 6-Spd SelectShift",4 Door SUV,2,"$15,990 ","44,982 miles"
2019 HYUNDAI,ACCENT,SE Sedan 4D,"4-Cyl, 1.6 Liter",28 City / 38 Hwy,Blue,Black/Black,"Automatic, 6-Spd W/Overdrive & Shiftronic",4 Door Sedan,1,"$13,590 ","45,787 miles"
2017 LINCOLN,MKZ,Select Sedan 4D,"4-Cyl, EcoBoost, 2.0L",21 City / 31 Hwy,Black,Ebony Leather,"Auto, 6-Spd SelectShift",4 Door Sedan,1,"$19,990 ","42,603 miles"
2016 KIA,CADENZA,Sedan 4D,"V6, GDI, 3.3 Liter",19 City / 28 Hwy,Black,Black,"Auto, 6-Spd OD Sprtmtc",4 Door Sedan,1,"$17,990 ","56,926 miles"
2019 NISSAN,VERSA NOTE,SV Hatchback 4D,,31 City / 39 Hwy,Red,Black,"Auto, CVT W/Xtronic",4 Door Hatchback,1,"$13,990 ","33,062 miles"
2017 LINCOLN,MKC,Select Sport Utility 4D,"4-Cyl, EcoBoost, 2.0T",19 City / 25 Hwy,Black,Ebony Prem Leather Trimmed,"Auto, 6-Spd SelectShift",4 Door SUV,1,"$22,990 ","28,774 miles"
2018 TOYOTA,C-HR,XLE Sport Utility 4D,"4-Cyl, 2.0 Liter",27 City / 31 Hwy,Gray,Black,"Automatic, CVTi-S",4 Door SUV,1,"$18,590 ","31,436 miles"
2017 INFINITI,Q50,3.0t Premium Sedan 4D,"V6, Twin Turbo, 3.0 Liter",19 City / 27 Hwy,Black,Graphite,"Auto, 7-Spd W/Sport Mode",4 Door Sedan,1,"$25,990 ","21,072 miles"
2018 MAZDA,CX-9,Touring Sport Utility 4D,"4-Cyl, SKYACTIV-G, 2.5T",20 City / 26 Hwy,Gray,Black,"Auto, 6-Spd Spt Manual",4 Door SUV,1,"$24,990 ","44,790 miles"
2017 KIA,FORTE5,LX Hatchback 4D,"4-Cyl, GDI, 2.0 Liter",25 City / 34 Hwy,White,Black,"Automatic, 6-Spd W/Sportmatic",4 Door Hatchback,2,"$13,990 ","17,285 miles"
2014 GMC,ACADIA,SLT-2 Sport Utility 4D,"V6, 3.6 Liter",16 City / 23 Hwy,White,Ebony,"Automatic, 6-Spd",4 Door SUV,1,"$19,990 ","77,456 miles"
2017 BUICK,ENVISION,Premium I Sport Utility 4D,"4-Cyl, Turbo, 2.0 Liter",20 City / 26 Hwy,Black,Light Neutral,"Auto, 6-Spd W/DSC",4 Door SUV,2,"$23,590 ","33,365 miles"
2018 CHRYSLER,PACIFICA,Touring L Plus Minivan 4D,"V6, 3.6 Liter",18 City / 28 Hwy,Black,Black / Alloy Interior Colors,"Automatic, 9-Spd",4 Door Minivan,1,"$26,990 ","31,580 miles"
2018 CHRYSLER,PACIFICA,Touring L Plus Minivan 4D,"V6, 3.6 Liter",18 City / 28 Hwy,Burgundy,Cognac / Alloy / Toffee Interior Colors,"Automatic, 9-Spd",4 Door Minivan,1,"$25,990 ","41,449 miles"
2019 NISSAN,ROGUE SPORT,SV Sport Utility 4D ,"4-Cyl, 2.0 Liter",24 City / 30 Hwy,Blue,Black,"Automatic, CVT W/Xtronic",4 Door SUV,1,"$16,990 "," 29,713 miles"
2018 FORD,ECOSPORT,S Sport Utility 4D,"4-Cyl, 2.0 Liter",23 City / 29 Hwy,Silver,Medium Stone Cloth Seats,"Auto, 6-Spd SelectShift",4 Door SUV,1,"$16,990 ","12,868 miles"
2019 NISSAN,VERSA,SV Sedan 4D,"4-Cyl, 1.6 Liter",31 City / 39 Hwy,Silver,Charcoal,"Automatic, CVT W/Xtronic",4 Door Sedan,2,"$12,990 ","37,710 miles"
2018 CHRYSLER,PACIFICA,Touring L Plus Minivan 4D,"V6, 3.6 Liter",18 City / 28 Hwy,Burgundy,Cognac / Alloy / Toffee Interior Colors,"Automatic, 9-Spd",4 Door Minivan,1,"$25,990 ","41,449 miles"
